x,y,z,frame,cam
0.8599504121932966,0.98125,1.7353951734695316,14853,1
0.8745336361007503,1.0479166666666666,1.735451667506202,14854,1
0.885066283475728,1.2020833333333334,1.705532885189262,14855,1
0.8602127918059143,1.3625,1.6676651816845853,14856,1
0.8392423512149996,1.4104166666666667,1.7030173400458173,14857,1
0.8308498209812906,1.4083333333333332,1.7182821329568536,14858,1
0.8268568906022707,1.3791666666666667,1.6734262282607113,14859,1
0.8415662219058878,1.1291666666666667,1.6409296865605556,14860,1
0.8620337298943614,0.98125,1.735403244046199,14861,1
0.8782577463532782,1.05,1.849700101512365,14862,1
0.8809984071391926,1.2270833333333333,1.680023335326872,14863,1
0.864376865568271,1.3125,1.6683425778761627,14864,1
0.8498049311837597,1.38125,1.6653718357066853,14865,1
0.8247665419310298,1.4083333333333332,1.6752331140654368,14866,1
0.8206411076492128,1.3645833333333333,1.664581422716434,14867,1
0.8333395193217705,1.2083333333333333,1.6133881606707394,14868,1
0.8372272872718004,1.13125,1.6853904216729707,14869,1
0.8516171413890371,1.0083333333333333,1.7353628911628631,14870,1
0.8623186627528449,1.1020833333333333,1.6618514159456648,14871,1
0.8745336361007503,1.1958333333333333,1.735451667506202,14872,1
0.8683428151314139,1.2729166666666667,1.7201632403119307,14873,1
0.8560888368801698,1.34375,1.6566316132010153,14874,1
0.831043246632811,1.3791666666666667,1.668351737611831,14875,1
0.8268293738355385,1.3583333333333334,1.6805293349622292,14876,1
0.8227827863889586,1.1416666666666666,1.6495243263352621,14877,1
0.8287006466773241,1.0645833333333332,1.7352741148195248,14878,1
0.8391172351826482,1.0041666666666667,1.7353144677028605,14879,1
0.853700459090102,1.0625,1.7353709617395305,14880,1
0.8519083173486331,1.3125,1.6601994851548765,14881,1
0.8415004562616134,1.3708333333333333,1.657906259176076,14882,1
0.826856388973964,1.38125,1.6735557172890845,14883,1
0.8265523189703936,1.2729166666666667,1.7520475583220085,14884,1
0.8245340112751944,1.0854166666666667,1.7352579736661904,14885,1
0.8349505997805186,0.9895833333333334,1.7352983265495263,14886,1
0.8578670944922316,1.1270833333333332,1.7353871028928647,14887,1
0.8599504121932966,1.2,1.7353951734695316,14888,1
0.8540120311660061,1.3479166666666667,1.6549425552377128,14889,1
0.8372746706346211,1.3895833333333334,1.6731590034519699,14890,1
0.8185622942209201,1.3770833333333332,1.6634106308642984,14891,1
0.8225512185464632,1.2375,1.709300647800933,14892,1
0.8266173289762594,1.1458333333333333,1.7352660442428578,14893,1
0.8328672820794538,1.0625,1.7352902559728591,14894,1
0.8391172351826482,1.0020833333333332,1.7353144677028605,14895,1
0.8557837767911668,1.05625,1.7353790323161975,14896,1
0.8620337298943614,1.1291666666666667,1.735403244046199,14897,1
0.866200365296491,1.2145833333333333,1.7354193851995332,14898,1
0.8351757869992752,1.3916666666666666,1.677169082724934,14899,1
0.8268462225653833,1.3854166666666667,1.6761800475973034,14900,1
0.8206808257332703,1.3666666666666667,1.6543286996482047,14901,1
0.8224506935741296,1.2229166666666667,1.7352499030895234,14902,1
0.8245340112751944,1.1333333333333333,1.7352579736661904,14903,1
0.8349505997805186,1.00625,1.7352983265495263,14904,1
0.8578670944922316,1.0791666666666666,1.7353871028928647,14905,1
0.86455666664013,1.2416666666666667,1.6219291961410698,14906,1
0.8581969710621434,1.3166666666666667,1.6502336218458573,14907,1
0.8457583486570035,1.3854166666666667,1.634365557089248,14908,1
0.8269142889825668,1.4125,1.6586095594382553,14909,1
0.8165367028238223,1.3541666666666667,1.6485012421003455,14910,1
0.8203673758730647,1.1979166666666667,1.7352418325128562,14911,1
0.8203673758730647,1.0979166666666667,1.7352418325128562,14912,1
0.8245340112751944,1.0208333333333333,1.7352579736661904,14913,1
0.8495338236879723,1.0708333333333333,1.7353548205861962,14914,1
0.8621432538050243,1.15625,1.707131026188063,14915,1
0.8706657993630739,1.2625,1.658304415109646,14916,1
0.8497891263474964,1.3875,1.6694516550935763,14917,1
0.8289025994289797,1.3645833333333333,1.6831425559910318,14918,1
0.8246277226793179,1.3166666666666667,1.7110675551800887,14919,1
0.8141174227698703,1.15,1.735217620782855,14920,1
0.8162007404709352,1.0041666666666667,1.7352256913595219,14921,1
0.8245340112751944,0.9895833333333334,1.7352579736661904,14922,1
0.8474505059869075,1.125,1.735346750009529,14923,1
0.8557837767911668,1.1958333333333333,1.7353790323161975,14924,1
0.8518837514300758,1.34375,1.666540867572027,14925,1
0.8414618932514015,1.36875,1.6678608144816203,14926,1
0.8290099574551237,1.35625,1.6554294339376956,14927,1
0.8203673758730647,1.2645833333333334,1.7352418325128562,14928,1
0.8057841519656109,1.1645833333333333,1.7351853384761864,14929,1
0.8078674696666759,1.0791666666666666,1.7351934090528534,14930,1
0.8057841519656109,1.00625,1.7351853384761864,14931,1
0.8203673758730647,0.9916666666666667,1.7352418325128562,14932,1
0.8370339174815834,1.0625,1.7353063971261933,14933,1
0.8557837767911668,1.1354166666666667,1.7353790323161975,14934,1
0.8560836285690282,1.3041666666666667,1.6579760731127993,14935,1
0.8246849219810852,1.38125,1.6963022759720283,14936,1
0.8143538908340854,1.3625,1.6741763688086473,14937,1
0.8123366615099712,1.3104166666666666,1.6571084162415755,14938,1
0.8101055767927777,1.2354166666666666,1.6952445394482267,14939,1
0.8103696736175034,1.0583333333333333,1.627071270989427,14940,1
0.8287006466773241,0.9958333333333333,1.7352741148195248,14941,1
0.8391172351826482,1.05625,1.7353144677028605,14942,1
0.8620337298943614,1.2270833333333333,1.735403244046199,14943,1
0.8518833979000789,1.3083333333333333,1.6666321268872586,14944,1
0.812265897479939,1.3875,1.675375259175494,14945,1
0.8123353314531107,1.3479166666666667,1.6574517536653275,14946,1
0.8205969129906028,1.28125,1.6759897171137814,14947,1
0.8287006466773241,1.1958333333333333,1.7352741148195248,14948,1
