x,y,z,frame,cam
0.8413055794558436,1.33125,1.7082112517102914,13230,1
0.8598898755854046,1.15,1.7510219362134114,13231,1
0.8844202102732657,1.0375,1.872308543780572,13232,1
0.8949368508667825,1.0125,1.8465217104593665,13233,1
0.8973393649368983,1.13125,1.7641332593020576,13234,1
0.8954268318594399,1.2958333333333334,1.720039289525927,13235,1
0.8600542368951498,1.4083333333333332,1.708594134572338,13236,1
0.8392201608351737,1.3666666666666667,1.7087455070642572,13237,1
0.8372779288361815,1.3270833333333334,1.6723179397629293,13238,1
0.8538069848525542,1.15625,1.7078726780741442,13239,1
0.8577919443039312,1.0666666666666667,1.7547861773310331,13240,1
0.8807835892039447,0.9729166666666667,1.735475879236203,13241,1
0.89729106145086,1.0416666666666667,1.7766021957408296,13242,1
0.8995527959713867,1.1854166666666666,1.730554211901182,13243,1
0.8870993070216832,1.3354166666666667,1.7185237583488837,13244,1
0.857884501680156,1.3770833333333332,1.730893656609642,13245,1
0.8475117789025628,1.3625,1.7195299186918374,13246,1
0.8392384129156282,1.2583333333333333,1.7040339624175453,13247,1
0.853721989206366,1.075,1.7298132334421958,13248,1
0.866200365296491,0.9708333333333333,1.7354193851995332,13249,1
0.882314540225586,0.9979166666666667,1.878070449908624,13250,1
0.8930083121700261,1.0625,1.806559389681221,13251,1
0.8995735996195343,1.2645833333333334,1.7251840121967184,13252,1
0.8891663936050817,1.3208333333333333,1.7227216874867575,13253,1
0.8724851281268818,1.36875,1.7264579043540849,13254,1
0.857912262772298,1.4,1.7237274803813691,13255,1
0.8371237562872861,1.3375,1.7121156411390788,13256,1
0.8453690223728139,1.1916666666666667,1.7348652329853886,13257,1
0.8577017954718683,1.1020833333333333,1.7780569627176435,13258,1
0.8804902258985524,0.9708333333333333,1.8112039210074198,13259,1
0.9032211445565667,1.0520833333333333,1.8591968179000256,13260,1
0.9035297135256977,1.2333333333333334,1.779543625581353,13261,1
0.8953795409273195,1.3229166666666667,1.7322468479259612,13262,1
0.8557880976358723,1.4,1.7342636606854387,13263,1
0.8391975968586692,1.3520833333333333,1.714570113359061,13264,1
0.8413432200959893,1.2854166666666667,1.6984947946181663,13265,1
0.8621698984846115,1.1041666666666667,1.70025303779736,13266,1
0.870218066832061,1.0020833333333332,1.7738809278760599,13267,1
0.893115706455657,0.9645833333333333,1.7788369076981172,13268,1
0.90319408889739,1.0104166666666667,1.8661808954946837,13269,1
0.897500859965199,1.1958333333333333,1.7224453521091527,13270,1
0.895390769862829,1.2916666666666667,1.729348239675799,13271,1
0.8558929541835499,1.40625,1.7071962637868747,13272,1
0.8432900444984507,1.4083333333333332,1.7337368908147301,13273,1
0.8412799394274659,1.36875,1.7148299020469495,13274,1
