x,y,z,frame,cam
0.8370339174815834,1.2520833333333332,1.7353063971261933,15846,1
0.8206453402082661,1.4,1.6634888409146709,15847,1
0.8060529720146254,1.4020833333333333,1.6657928291660153,15848,1
0.7912009280581571,1.2791666666666666,1.7351288444395163,15849,1
0.7978325634731005,1.1958333333333333,1.6366265754674176,15850,1
0.8120341050688055,1.0395833333333333,1.7352095502061877,15851,1
0.8241983525955094,1.0333333333333332,1.8219040335135652,15852,1
0.8456181503051508,1.1479166666666667,1.6705559955326577,15853,1
0.8476566439201029,1.25,1.6821348392875053,15854,1
0.8310326891951062,1.3979166666666667,1.671077007162648,15855,1
0.8081437889213552,1.3708333333333333,1.6638650742682364,15856,1
0.7995341988624165,1.2583333333333333,1.7351611267461848,15857,1
0.7953675634602869,1.1770833333333333,1.7351449855928505,15858,1
0.7953675634602869,1.03125,1.7351449855928505,15859,1
0.8095336918175288,1.0583333333333333,1.8428694417381017,15860,1
0.8245340112751944,1.1333333333333333,1.7352579736661904,15861,1
0.8353173981539969,1.325,1.6406139470180465,15862,1
0.8122493524232967,1.3979166666666667,1.679646157128618,15863,1
0.7916032443809885,1.3333333333333333,1.6312759537043744,15864,1
0.7891176103570924,1.2604166666666667,1.7351207738628491,15865,1
0.8078674696666759,1.0020833333333332,1.7351934090528534,15866,1
0.8348068414521027,1.04375,1.7724077280974548,15867,1
0.8496530066843102,1.1229166666666666,1.7045892314371844,15868,1
0.8539871823769649,1.2979166666666666,1.6613569571069586,15869,1
0.8289931166279877,1.4,1.6597766813179284,15870,1
0.8122827584899732,1.2625,1.6710228018343543,15871,1
0.8057841519656109,1.15,1.7351853384761864,15872,1
0.8162007404709352,0.9895833333333334,1.7352256913595219,15873,1
0.8249586457770473,0.9666666666666667,1.6256439261601487,15874,1
0.8370559706099542,1.0020833333333332,1.7296136598419047,15875,1
0.8474505059869075,1.1895833333333332,1.735346750009529,15876,1
0.8373675221543113,1.3520833333333333,1.6491905533003186,15877,1
0.8289807895646216,1.3958333333333333,1.6629587574410765,15878,1
0.8078674696666759,1.2604166666666667,1.7351934090528534,15879,1
0.8037008342645462,1.15625,1.735177267899519,15880,1
0.8078674696666759,1.0625,1.7351934090528534,15881,1
0.8078674696666759,0.9791666666666666,1.7351934090528534,15882,1
0.8165720842964957,0.9583333333333334,1.6393679606323357,15883,1
0.8391172351826482,1.0625,1.7353144677028605,15884,1
0.8393836437046158,1.3354166666666667,1.6665444637216928,15885,1
0.8227572302687525,1.3625,1.656121316834446,15886,1
0.8082367830384504,1.3270833333333334,1.6398598143927885,15887,1
0.7974508811613517,1.2604166666666667,1.7351530561695179,15888,1
0.8124115337863501,1.1770833333333333,1.6377810812651066,15889,1
0.8078674696666759,0.9874999999999999,1.7351934090528534,15890,1
0.8224506935741296,0.9770833333333333,1.7352499030895234,15891,1
0.8391172351826482,1.0458333333333334,1.7353144677028605,15892,1
0.8557837767911668,1.1291666666666667,1.7353790323161975,15893,1
0.8518721532366298,1.3020833333333333,1.6695347951069566,15894,1
0.824787581265842,1.35625,1.669802074817485,15895,1
0.8101544084819178,1.26875,1.6826392540325554,15896,1
0.8021146206083664,1.0083333333333333,1.6068480501863778,15897,1
0.8083716129330946,0.9979166666666667,1.605055175550969,15898,1
0.8245340112751944,1.05625,1.7352579736661904,15899,1
0.8392159974248214,1.1333333333333333,1.7098202389999575,15900,1
0.8478095408013681,1.2895833333333333,1.6426664354404572,15901,1
0.8124551752940918,1.3,1.6265155757963359,15902,1
0.8141174227698703,1.2604166666666667,1.735217620782855,15903,1
0.8141174227698703,1.0708333333333333,1.735217620782855,15904,1
0.8203673758730647,0.9916666666666667,1.7352418325128562,15905,1
0.8389736908471869,0.9645833333333333,1.7723686296652819,15906,1
0.8662698502498813,1.1145833333333333,1.7174827197881126,15907,1
0.8663426607715495,1.2,1.698687600818137,15908,1
0.8476441256809168,1.3395833333333333,1.6853662650403562,15909,1
0.8351619060851858,1.3520833333333333,1.6807522658383576,15910,1
0.8267415718367799,1.3333333333333333,1.703194314894528,15911,1
0.8203673758730647,1.2,1.7352418325128562,15912,1
0.818478187203331,1.1145833333333333,1.685121797953575,15913,1
0.8224506935741296,0.96875,1.7352499030895234,15914,1
0.8349505997805186,0.9729166666666667,1.7352983265495263,15915,1
0.8594896349632405,1.0333333333333332,1.8543390109690725,15916,1
0.87848306609736,1.1895833333333332,1.791536647944467,15917,1
0.8663394357303745,1.26875,1.6995201045714075,15918,1
